station,time,From Date,To Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,RH,WS,WD,SR,BP,AT,RF,TOT-RF,latitude,longitude
"Okhla Phase-2, Delhi - DPCC",2022-01-15 19:30:00,2022-01-15 19:00:00,2022-01-15 20:00:00,222.5,311.25,11.7,42.57,32.25,,9.57,0.82,6.0,6.78,88.38,75.25,2.15,175.2,4.2,996.15,11.12,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-15 20:30:00,2022-01-15 20:00:00,2022-01-15 21:00:00,196.5,277.5,5.47,35.02,23.07,,9.75,0.73,7.7,5.22,71.72,76.57,1.55,170.22,4.2,996.33,10.8,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-15 21:30:00,2022-01-15 21:00:00,2022-01-15 22:00:00,180.25,248.5,4.98,31.55,20.83,,9.75,0.65,7.55,5.17,49.3,76.65,1.83,170.7,4.18,996.6,10.57,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-15 22:30:00,2022-01-15 22:00:00,2022-01-15 23:00:00,160.25,224.75,4.67,31.5,20.6,,8.7,0.6,8.35,5.17,37.83,77.1,1.0,164.57,4.2,995.88,10.38,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-15 23:30:00,2022-01-15 23:00:00,2022-01-16 00:00:00,150.5,212.75,8.78,30.18,23.2,,7.35,0.6,7.2,5.2,29.2,77.25,0.55,85.22,4.2,995.48,10.33,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-16 00:30:00,2022-01-16 00:00:00,2022-01-16 01:00:00,146.25,217.75,10.05,35.05,26.88,,7.3,0.8,4.55,4.83,27.03,78.0,0.73,20.15,4.2,995.2,10.3,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-16 01:30:00,2022-01-16 01:00:00,2022-01-16 02:00:00,146.75,222.75,8.53,30.92,23.4,,9.15,0.75,6.2,4.32,26.67,78.25,0.7,125.55,4.18,995.05,10.03,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-16 02:30:00,2022-01-16 02:00:00,2022-01-16 03:00:00,142.75,210.75,7.8,34.0,24.48,,9.95,0.72,4.3,4.05,31.78,78.08,1.35,164.08,4.2,994.73,9.78,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-16 03:30:00,2022-01-16 03:00:00,2022-01-16 04:00:00,129.0,194.0,2.75,22.7,14.33,,11.28,0.53,10.52,3.18,27.43,78.33,1.25,172.35,4.17,994.0,9.22,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-16 04:30:00,2022-01-16 04:00:00,2022-01-16 05:00:00,116.25,162.25,3.05,26.33,16.47,,11.9,0.47,7.88,2.75,22.67,78.38,1.18,166.4,4.2,993.95,9.25,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-16 05:30:00,2022-01-16 05:00:00,2022-01-16 06:00:00,114.0,158.25,1.95,25.2,15.02,,12.4,0.4,10.88,2.92,23.5,78.85,1.58,174.8,4.17,994.25,8.98,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-16 06:30:00,2022-01-16 06:00:00,2022-01-16 07:00:00,117.25,169.0,4.83,24.25,16.88,,11.57,0.7,11.72,2.82,22.02,79.78,1.05,161.15,4.23,994.58,8.95,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-16 07:30:00,2022-01-16 07:00:00,2022-01-16 08:00:00,123.75,185.5,8.9,27.98,22.1,,8.2,0.7,9.27,2.95,16.95,79.22,0.78,252.2,6.25,995.65,9.1,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-16 08:30:00,2022-01-16 08:00:00,2022-01-16 09:00:00,113.75,170.0,10.45,28.72,23.73,,7.57,0.7,8.5,2.9,16.25,77.5,0.65,296.07,22.88,996.67,9.38,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-16 09:30:00,2022-01-16 09:00:00,2022-01-16 10:00:00,114.0,164.0,7.38,28.78,21.3,,8.25,0.7,13.15,4.12,16.15,73.97,0.93,173.22,57.55,997.7,9.77,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-16 10:30:00,2022-01-16 10:00:00,2022-01-16 11:00:00,116.0,165.75,6.15,26.03,18.9,135.3,8.4,0.72,19.05,2.88,14.27,68.7,0.88,99.12,142.85,997.73,11.07,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-16 11:30:00,2022-01-16 11:00:00,2022-01-16 12:00:00,119.75,176.5,7.25,30.62,22.2,136.7,10.17,0.8,26.55,2.85,17.18,60.75,0.98,115.2,222.93,997.55,13.18,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-16 12:30:00,2022-01-16 12:00:00,2022-01-16 13:00:00,137.5,187.75,5.75,32.17,21.8,125.72,10.17,0.73,39.12,2.83,16.98,56.88,1.02,159.47,294.38,996.92,14.62,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-16 13:30:00,2022-01-16 13:00:00,2022-01-16 14:00:00,129.75,172.0,3.88,33.1,20.75,117.38,9.43,0.7,51.32,2.7,17.5,56.4,1.38,137.6,211.7,995.65,15.48,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-16 14:30:00,2022-01-16 14:00:00,2022-01-16 15:00:00,130.5,178.0,4.1,38.6,23.88,121.48,7.88,0.75,57.88,2.9,19.15,56.65,1.02,130.0,139.15,994.88,16.17,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-16 15:30:00,2022-01-16 15:00:00,2022-01-16 16:00:00,137.75,203.5,3.35,44.68,26.45,126.65,7.25,0.85,61.08,3.22,22.3,57.83,1.03,216.22,85.7,994.65,16.12,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-16 16:30:00,2022-01-16 16:00:00,2022-01-16 17:00:00,168.25,259.75,2.05,52.17,29.4,132.8,7.6,1.22,61.17,5.03,44.8,62.85,1.05,184.78,43.82,994.85,14.75,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-16 17:30:00,2022-01-16 17:00:00,2022-01-16 18:00:00,250.0,383.5,3.45,73.75,42.03,137.6,7.4,1.5,29.63,7.83,73.5,69.38,0.45,183.7,12.72,994.98,13.07,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-16 18:30:00,2022-01-16 18:00:00,2022-01-16 19:00:00,313.25,477.25,19.0,88.47,62.55,,8.13,1.6,7.1,8.73,93.9,75.83,0.32,191.32,4.2,995.02,11.65,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-16 19:30:00,2022-01-16 19:00:00,2022-01-16 20:00:00,358.0,536.0,11.78,75.53,49.75,,9.53,1.35,7.05,9.72,88.6,77.5,0.38,299.02,4.15,995.83,11.4,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-16 20:30:00,2022-01-16 20:00:00,2022-01-16 21:00:00,326.25,473.25,11.2,64.05,43.2,138.2,10.68,1.27,5.67,8.25,61.82,76.15,0.43,316.72,4.12,996.67,11.68,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-16 21:30:00,2022-01-16 21:00:00,2022-01-16 22:00:00,317.5,461.5,12.2,58.17,40.88,132.5,11.53,1.05,5.1,7.73,55.02,75.47,0.6,224.25,4.12,997.0,11.85,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-16 22:30:00,2022-01-16 22:00:00,2022-01-16 23:00:00,294.5,431.0,10.43,50.12,35.15,133.5,10.0,0.9,7.2,6.53,44.52,75.7,0.72,309.32,4.15,997.33,11.57,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-16 23:30:00,2022-01-16 23:00:00,2022-01-17 00:00:00,251.25,371.25,51.12,52.08,69.32,136.0,8.47,1.0,3.77,6.03,47.23,78.42,0.62,209.47,4.2,996.95,10.8,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-17 00:30:00,2022-01-17 00:00:00,2022-01-17 01:00:00,229.5,365.25,52.65,42.78,65.65,131.5,8.03,1.08,3.88,5.62,54.0,81.88,0.38,209.55,4.15,996.52,9.62,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-17 01:30:00,2022-01-17 01:00:00,2022-01-17 02:00:00,203.75,326.75,58.62,33.8,65.55,122.55,8.22,0.92,3.27,5.42,45.42,83.75,0.75,208.8,4.2,996.1,9.3,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-17 02:30:00,2022-01-17 02:00:00,2022-01-17 03:00:00,168.5,273.5,37.6,32.55,47.88,116.5,9.12,0.8,3.12,5.67,38.98,82.85,1.15,210.4,4.2,995.77,8.82,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-17 03:30:00,2022-01-17 03:00:00,2022-01-17 04:00:00,164.75,260.5,16.02,26.03,26.85,104.33,10.07,0.57,4.1,5.17,28.45,82.85,1.1,208.32,4.2,995.43,8.7,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-17 04:30:00,2022-01-17 04:00:00,2022-01-17 05:00:00,140.25,207.75,13.78,25.65,24.82,103.2,10.18,0.47,5.58,4.65,17.98,82.1,1.07,208.93,4.23,995.28,9.15,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-17 05:30:00,2022-01-17 05:00:00,2022-01-17 06:00:00,142.5,209.5,6.5,25.38,18.77,105.57,10.2,0.4,15.67,3.93,17.65,79.4,1.23,210.45,4.2,995.4,9.33,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-17 06:30:00,2022-01-17 06:00:00,2022-01-17 07:00:00,146.0,213.0,4.65,27.95,18.58,106.38,9.2,0.72,20.73,3.28,15.92,78.05,1.15,240.85,4.2,995.95,9.3,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-17 07:30:00,2022-01-17 07:00:00,2022-01-17 08:00:00,143.5,200.0,10.95,33.6,26.67,109.72,8.72,0.78,16.25,3.25,15.18,76.88,1.73,17.9,9.15,996.3,9.22,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-17 08:30:00,2022-01-17 08:00:00,2022-01-17 09:00:00,145.0,202.0,9.1,33.97,25.42,106.5,8.2,0.82,17.98,3.35,16.25,75.7,1.6,14.68,28.28,997.2,9.47,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-17 09:30:00,2022-01-17 09:00:00,2022-01-17 10:00:00,149.5,230.0,9.5,29.62,23.55,103.65,8.8,0.88,21.25,3.67,19.4,73.62,1.8,16.5,62.08,998.33,9.9,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-17 10:30:00,2022-01-17 10:00:00,2022-01-17 11:00:00,157.5,251.5,5.08,22.75,16.22,99.0,9.0,0.82,31.27,3.5,19.38,69.57,1.15,92.47,108.4,998.4,10.9,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-17 11:30:00,2022-01-17 11:00:00,2022-01-17 12:00:00,148.75,211.5,5.28,36.0,23.47,94.32,10.62,0.93,30.8,4.45,36.62,64.53,0.7,182.12,149.32,997.88,12.28,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-17 12:30:00,2022-01-17 12:00:00,2022-01-17 13:00:00,182.0,267.5,7.2,46.3,30.35,101.35,11.63,1.08,32.25,5.1,43.58,63.05,0.95,333.68,141.62,997.25,13.07,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-17 13:30:00,2022-01-17 13:00:00,2022-01-17 14:00:00,216.5,329.75,5.93,51.55,32.37,106.5,10.95,1.1,46.53,5.43,50.85,61.67,0.98,335.73,202.0,996.4,14.03,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-17 14:30:00,2022-01-17 14:00:00,2022-01-17 15:00:00,227.25,342.0,4.5,54.38,32.62,109.2,10.55,1.15,59.0,5.65,51.67,59.18,1.2,178.6,150.9,995.6,15.02,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-17 15:30:00,2022-01-17 15:00:00,2022-01-17 16:00:00,223.5,337.0,6.15,66.55,40.45,119.17,9.73,1.27,45.55,5.47,55.25,62.02,1.85,15.3,90.72,995.1,14.68,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-17 16:30:00,2022-01-17 16:00:00,2022-01-17 17:00:00,239.25,400.5,5.65,66.62,40.15,111.9,9.62,1.27,37.1,5.65,62.28,65.6,1.33,178.25,46.92,995.1,13.85,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-17 17:30:00,2022-01-17 17:00:00,2022-01-17 18:00:00,243.75,414.5,8.2,72.05,44.9,110.23,9.38,1.5,21.68,6.05,75.1,68.55,1.2,182.75,15.12,995.5,13.05,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-17 18:30:00,2022-01-17 18:00:00,2022-01-17 19:00:00,244.0,409.75,54.28,74.58,83.92,101.08,9.73,1.77,7.07,6.92,84.15,73.4,1.12,17.45,4.17,995.83,11.9,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-17 19:30:00,2022-01-17 19:00:00,2022-01-17 20:00:00,255.25,418.25,37.73,59.13,62.1,98.92,11.32,1.6,6.33,7.83,74.38,76.6,1.35,24.3,4.15,996.73,11.03,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-17 20:30:00,2022-01-17 20:00:00,2022-01-17 21:00:00,221.25,334.25,36.72,46.75,54.77,93.18,12.0,1.4,5.47,6.55,58.65,78.12,1.7,29.2,4.17,996.93,10.52,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-17 21:30:00,2022-01-17 21:00:00,2022-01-17 22:00:00,197.5,300.75,17.72,32.02,31.58,91.4,11.9,0.97,7.25,5.9,37.35,79.28,1.88,27.62,4.2,997.12,10.05,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-17 22:30:00,2022-01-17 22:00:00,2022-01-17 23:00:00,166.75,236.5,25.27,30.43,36.8,95.97,10.52,1.0,4.88,5.33,25.82,80.8,1.12,19.85,4.17,997.08,9.6,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-17 23:30:00,2022-01-17 23:00:00,2022-01-18 00:00:00,158.0,241.0,36.35,30.88,46.08,110.18,10.07,1.03,3.85,5.9,27.75,83.07,0.35,58.2,4.22,997.03,9.15,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-18 00:30:00,2022-01-18 00:00:00,2022-01-18 01:00:00,150.5,227.25,37.1,28.25,45.15,103.55,9.17,0.97,2.48,5.68,26.33,83.5,0.4,113.6,4.22,996.45,9.03,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-18 01:30:00,2022-01-18 01:00:00,2022-01-18 02:00:00,150.0,219.75,58.27,35.73,66.4,102.38,9.7,1.1,3.42,6.0,32.12,84.27,0.6,149.83,4.17,996.05,9.4,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-18 02:30:00,2022-01-18 02:00:00,2022-01-18 03:00:00,172.75,270.5,22.37,51.92,45.85,109.33,9.8,1.02,4.03,6.47,57.35,81.95,1.38,170.85,4.2,995.55,10.05,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-18 03:30:00,2022-01-18 03:00:00,2022-01-18 04:00:00,222.0,372.75,8.55,52.45,34.85,107.6,10.55,0.97,6.0,7.0,103.22,79.08,1.45,169.78,4.2,995.05,10.47,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-18 04:30:00,2022-01-18 04:00:00,2022-01-18 05:00:00,268.5,395.75,6.0,43.12,27.77,99.0,10.55,0.82,12.68,6.33,73.4,77.62,1.45,169.67,4.22,994.53,10.45,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-18 05:30:00,2022-01-18 05:00:00,2022-01-18 06:00:00,252.25,360.25,8.78,41.1,28.92,98.88,11.0,0.77,12.47,5.27,54.38,76.85,0.97,157.15,4.2,994.25,10.25,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-18 06:30:00,2022-01-18 06:00:00,2022-01-18 07:00:00,242.5,337.5,10.5,41.52,30.62,107.18,11.2,0.9,11.38,5.33,47.25,77.02,0.95,164.38,4.23,994.38,10.07,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-18 07:30:00,2022-01-18 07:00:00,2022-01-18 08:00:00,238.75,339.0,14.93,42.12,34.6,110.38,8.22,0.93,8.62,5.38,42.75,76.62,1.2,159.75,7.85,995.0,9.93,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-18 08:30:00,2022-01-18 08:00:00,2022-01-18 09:00:00,242.25,344.25,17.07,45.73,38.3,109.78,7.1,0.95,9.3,5.68,52.25,74.85,1.3,169.12,29.38,995.5,10.12,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-18 09:30:00,2022-01-18 09:00:00,2022-01-18 10:00:00,250.75,367.25,18.32,47.75,40.4,112.35,7.07,1.0,10.38,5.6,65.55,72.3,1.68,178.0,67.33,995.98,10.6,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-18 10:30:00,2022-01-18 10:00:00,2022-01-18 11:00:00,261.25,385.25,15.15,47.5,37.62,104.47,7.85,1.0,17.18,5.62,62.15,67.38,1.52,169.07,128.4,996.18,11.85,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-18 11:30:00,2022-01-18 11:00:00,2022-01-18 12:00:00,256.75,381.75,11.7,52.98,37.8,101.2,9.17,1.07,24.25,5.15,51.98,62.95,1.65,170.28,187.65,995.62,13.35,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-18 12:30:00,2022-01-18 12:00:00,2022-01-18 13:00:00,280.0,410.25,6.95,49.28,31.85,104.05,10.53,1.0,47.83,5.6,56.18,59.3,1.98,177.1,254.73,994.4,14.7,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-18 13:30:00,2022-01-18 13:00:00,2022-01-18 14:00:00,280.5,410.0,5.23,50.62,31.1,99.35,9.38,1.0,57.33,6.33,59.95,58.67,1.88,172.45,236.6,993.5,15.4,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-18 14:30:00,2022-01-18 14:00:00,2022-01-18 15:00:00,239.5,343.75,5.8,53.15,32.95,97.28,8.88,0.92,57.2,6.9,68.8,58.88,2.08,170.97,136.0,992.8,15.4,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-18 15:30:00,2022-01-18 15:00:00,2022-01-18 16:00:00,188.0,284.5,6.45,45.9,29.62,100.17,7.65,0.82,42.67,5.6,60.0,61.27,2.12,173.35,88.97,992.5,14.85,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-18 16:30:00,2022-01-18 16:00:00,2022-01-18 17:00:00,171.75,270.25,9.4,53.6,36.27,99.97,7.12,0.85,24.77,4.88,57.92,64.72,2.45,181.55,47.48,992.7,13.85,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-18 17:30:00,2022-01-18 17:00:00,2022-01-18 18:00:00,168.75,263.5,14.97,54.25,41.12,98.22,7.0,1.0,13.03,5.03,69.9,69.78,1.73,171.23,12.75,992.4,12.57,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-18 18:30:00,2022-01-18 18:00:00,2022-01-18 19:00:00,173.75,256.5,29.77,57.27,54.85,101.28,7.57,1.2,2.97,6.0,75.08,74.75,1.3,170.45,4.22,992.38,11.65,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-18 19:30:00,2022-01-18 19:00:00,2022-01-18 20:00:00,185.5,280.75,45.85,56.05,67.15,98.47,9.82,1.53,2.75,7.58,75.12,76.77,0.9,165.78,4.2,992.78,11.22,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-18 20:30:00,2022-01-18 20:00:00,2022-01-18 21:00:00,203.5,303.5,73.6,51.3,87.3,101.55,11.95,1.9,3.5,8.4,83.65,79.8,0.5,141.1,4.2,993.35,10.48,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-18 21:30:00,2022-01-18 21:00:00,2022-01-18 22:00:00,223.5,331.75,72.85,48.17,85.02,104.88,12.4,1.85,2.82,7.6,72.08,79.83,1.0,167.1,4.2,994.32,10.45,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-18 22:30:00,2022-01-18 22:00:00,2022-01-18 23:00:00,215.0,331.0,36.17,41.95,51.83,119.9,11.15,1.35,3.83,6.68,56.3,79.92,0.57,168.57,4.2,993.7,10.07,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-18 23:30:00,2022-01-18 23:00:00,2022-01-19 00:00:00,207.25,306.25,60.47,42.58,71.85,128.5,9.42,1.3,3.73,6.47,52.75,82.67,0.4,172.55,4.2,993.83,9.5,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-19 00:30:00,2022-01-19 00:00:00,2022-01-19 01:00:00,187.0,304.0,50.97,36.6,61.05,126.85,9.5,1.0,3.55,5.75,40.88,83.55,0.53,150.05,4.17,993.65,9.2,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-19 01:30:00,2022-01-19 01:00:00,2022-01-19 02:00:00,167.5,274.5,69.03,38.2,76.75,124.4,10.68,0.9,3.08,5.2,36.8,83.78,0.38,142.25,4.2,993.38,8.97,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-19 02:30:00,2022-01-19 02:00:00,2022-01-19 03:00:00,163.0,275.0,33.0,40.62,48.45,123.35,10.1,0.78,3.28,5.1,33.77,81.38,1.77,176.9,4.17,993.25,9.75,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-19 03:30:00,2022-01-19 03:00:00,2022-01-19 04:00:00,171.25,306.25,9.47,35.75,26.77,112.53,10.18,0.7,7.8,5.38,39.2,79.28,1.88,176.8,4.17,993.07,9.95,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-19 04:30:00,2022-01-19 04:00:00,2022-01-19 05:00:00,201.0,331.75,5.53,29.27,20.12,110.95,10.9,0.7,13.55,4.83,34.05,79.4,2.08,177.92,4.2,992.65,9.83,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-19 05:30:00,2022-01-19 05:00:00,2022-01-19 06:00:00,214.5,339.0,3.8,29.98,19.07,110.6,11.85,0.7,16.02,4.43,30.07,78.8,1.98,176.2,4.2,992.75,10.0,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-19 06:30:00,2022-01-19 06:00:00,2022-01-19 07:00:00,209.5,324.5,4.45,31.35,20.33,116.95,11.63,0.93,17.73,4.4,29.48,78.28,1.98,174.0,4.17,992.6,10.12,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-19 07:30:00,2022-01-19 07:00:00,2022-01-19 08:00:00,206.0,318.75,6.43,37.52,25.12,126.25,9.15,1.0,11.78,4.7,26.0,78.3,1.55,174.1,9.47,993.12,10.22,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-19 08:30:00,2022-01-19 08:00:00,2022-01-19 09:00:00,194.5,313.75,10.57,39.0,29.38,122.25,9.18,1.0,13.25,4.75,22.3,77.08,1.32,169.57,26.65,993.5,10.52,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-19 09:30:00,2022-01-19 09:00:00,2022-01-19 10:00:00,177.0,283.25,11.82,37.2,29.57,117.12,8.82,1.0,14.22,4.88,22.5,74.65,1.05,121.98,60.85,993.9,10.97,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-19 10:30:00,2022-01-19 10:00:00,2022-01-19 11:00:00,174.25,278.75,9.05,37.4,27.25,104.67,8.57,0.97,20.4,4.57,24.05,69.83,0.85,181.45,118.92,993.45,12.1,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-19 11:30:00,2022-01-19 11:00:00,2022-01-19 12:00:00,177.5,266.5,9.95,45.8,32.48,89.77,9.4,1.07,28.93,4.67,30.18,62.58,0.85,92.4,213.83,992.85,14.15,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-19 12:30:00,2022-01-19 12:00:00,2022-01-19 13:00:00,188.75,281.5,9.62,53.92,36.55,94.15,9.77,1.08,41.05,5.45,83.97,58.47,1.22,175.28,264.52,992.25,16.05,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-19 13:30:00,2022-01-19 13:00:00,2022-01-19 14:00:00,197.25,291.0,6.97,54.17,34.5,100.4,10.0,1.08,58.42,4.95,40.33,57.4,1.47,174.75,245.53,991.08,17.32,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-19 14:30:00,2022-01-19 14:00:00,2022-01-19 15:00:00,189.0,282.0,7.48,72.15,44.37,106.82,10.43,1.12,51.32,4.55,33.33,57.0,0.83,142.93,138.62,990.12,17.73,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-19 15:30:00,2022-01-19 15:00:00,2022-01-19 16:00:00,190.25,296.25,4.6,65.67,38.6,120.88,9.5,1.1,64.47,4.92,36.58,58.02,1.27,164.97,96.6,989.42,17.45,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-19 16:30:00,2022-01-19 16:00:00,2022-01-19 17:00:00,198.75,318.25,3.77,73.3,42.05,119.7,8.78,1.18,50.3,5.25,41.67,61.45,1.3,164.07,46.07,988.95,16.73,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-19 17:30:00,2022-01-19 17:00:00,2022-01-19 18:00:00,224.5,357.25,8.05,97.4,58.43,120.85,8.5,1.5,17.85,6.85,62.33,67.1,0.7,92.93,11.97,989.05,15.5,0.0,0.0,28.530785,77.271255
