station,time,From Date,To Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,RH,WS,WD,SR,BP,AT,RF,TOT-RF,latitude,longitude
"Rohini, Delhi - DPCC",2022-01-12 22:30:00,2022-01-12 22:00:00,2022-01-12 23:00:00,197.0,353.5,5.8,13.55,19.33,44.25,1.93,1.3,2.95,1.35,27.05,85.65,0.23,112.12,5.7,995.07,10.2,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-12 23:30:00,2022-01-12 23:00:00,2022-01-13 00:00:00,161.0,292.25,6.7,12.28,18.95,42.07,1.73,1.5,2.97,1.25,26.9,86.28,0.33,232.4,5.73,994.8,9.62,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-13 00:30:00,2022-01-13 00:00:00,2022-01-13 01:00:00,158.0,281.5,36.53,9.4,45.9,37.82,1.92,1.42,2.85,1.27,25.5,86.7,0.25,248.1,5.7,994.25,9.23,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-13 01:30:00,2022-01-13 01:00:00,2022-01-13 02:00:00,129.0,279.5,59.45,4.7,64.15,38.83,2.43,1.87,4.1,1.45,25.18,88.55,0.23,172.15,5.72,993.9,9.08,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-13 02:30:00,2022-01-13 02:00:00,2022-01-13 03:00:00,162.0,282.75,,,,,,,1.77,1.52,25.05,89.05,0.3,276.25,5.72,993.88,9.15,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-13 03:30:00,2022-01-13 03:00:00,2022-01-13 04:00:00,134.0,242.75,55.67,5.5,61.15,35.12,1.8,1.42,6.4,1.23,21.45,89.38,0.33,263.75,5.72,993.65,8.4,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-13 04:30:00,2022-01-13 04:00:00,2022-01-13 05:00:00,122.0,220.0,52.02,8.53,60.55,33.88,1.73,1.6,4.0,1.12,19.15,89.65,0.38,201.8,5.77,993.33,8.12,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-13 05:30:00,2022-01-13 05:00:00,2022-01-13 06:00:00,102.0,162.0,46.17,8.15,53.95,34.38,1.73,1.6,3.75,1.42,19.82,89.62,0.35,164.72,5.75,993.45,7.7,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-13 06:30:00,2022-01-13 06:00:00,2022-01-13 07:00:00,114.0,186.0,29.92,5.42,35.3,33.52,1.38,1.35,3.5,1.25,16.45,89.6,0.4,331.75,5.8,994.0,7.35,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-13 07:30:00,2022-01-13 07:00:00,2022-01-13 08:00:00,75.0,127.5,63.37,9.53,72.88,36.12,1.67,1.8,3.25,1.25,12.48,89.62,0.38,231.98,10.1,994.7,9.03,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-13 08:30:00,2022-01-13 08:00:00,2022-01-13 09:00:00,122.0,190.5,57.88,13.97,71.8,39.23,1.9,1.97,3.17,2.05,15.82,89.2,0.5,267.62,31.2,995.55,10.07,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-13 09:30:00,2022-01-13 09:00:00,2022-01-13 10:00:00,130.0,218.25,23.12,16.75,39.88,39.25,2.07,1.6,4.6,1.43,11.98,87.12,0.35,132.88,80.15,996.33,10.7,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-13 10:30:00,2022-01-13 10:00:00,2022-01-13 11:00:00,122.0,251.0,17.82,19.85,37.62,41.15,2.32,1.62,4.42,1.12,10.12,85.7,0.45,212.4,76.7,996.75,11.28,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-13 11:30:00,2022-01-13 11:00:00,2022-01-13 12:00:00,136.0,303.5,14.85,23.88,38.67,41.92,2.52,1.55,5.32,1.35,15.58,84.08,0.62,204.05,129.85,996.45,11.9,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-13 12:30:00,2022-01-13 12:00:00,2022-01-13 13:00:00,150.0,300.5,9.03,18.38,27.32,43.25,3.1,1.32,16.43,1.43,19.7,73.8,0.57,202.6,224.9,995.5,13.82,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-13 13:30:00,2022-01-13 13:00:00,2022-01-13 14:00:00,169.0,254.25,2.95,5.88,8.82,39.85,4.18,0.88,31.85,1.1,17.0,62.77,1.07,265.88,345.55,994.38,16.23,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-13 14:30:00,2022-01-13 14:00:00,2022-01-13 15:00:00,124.0,187.5,2.3,5.25,7.47,38.92,5.0,0.93,40.4,,,58.62,0.4,166.3,237.42,993.45,17.18,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-13 15:30:00,2022-01-13 15:00:00,2022-01-13 16:00:00,121.0,200.5,1.88,6.85,8.7,40.2,6.0,1.0,43.73,,,61.02,0.38,250.1,177.88,993.08,17.17,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-13 16:30:00,2022-01-13 16:00:00,2022-01-13 17:00:00,134.0,202.75,1.35,7.95,9.35,40.42,4.62,1.08,39.27,,,66.33,0.25,234.75,69.1,992.85,15.57,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-13 17:30:00,2022-01-13 17:00:00,2022-01-13 18:00:00,130.0,236.25,1.9,15.28,17.15,40.17,3.35,1.27,21.18,,,75.95,0.43,20.55,17.05,992.95,13.1,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-13 18:30:00,2022-01-13 18:00:00,2022-01-13 19:00:00,151.0,327.75,1.83,20.9,22.75,44.28,2.88,1.7,11.5,1.2,31.25,83.15,0.38,157.5,5.7,993.28,11.35,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-13 19:30:00,2022-01-13 19:00:00,2022-01-13 20:00:00,224.0,431.5,4.9,28.03,32.95,48.12,3.0,2.5,3.9,1.5,37.55,84.97,0.4,226.97,5.7,993.88,10.77,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-13 20:30:00,2022-01-13 20:00:00,2022-01-13 21:00:00,309.0,502.0,6.2,26.8,33.02,47.67,3.3,2.03,4.33,1.9,37.07,83.15,1.23,71.42,5.67,994.3,11.85,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-13 21:30:00,2022-01-13 21:00:00,2022-01-13 22:00:00,218.0,443.0,4.47,21.93,26.35,46.65,3.63,1.7,5.3,1.65,21.58,81.97,0.55,132.28,5.67,994.65,11.32,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-13 22:30:00,2022-01-13 22:00:00,2022-01-13 23:00:00,243.0,424.0,21.68,21.42,43.1,45.13,3.23,1.9,3.05,1.6,30.85,85.08,0.33,180.82,5.68,994.77,10.1,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-13 23:30:00,2022-01-13 23:00:00,2022-01-14 00:00:00,218.0,417.75,8.32,21.65,30.03,44.3,22.98,1.4,2.98,1.43,29.12,84.45,0.67,106.05,5.67,994.68,10.38,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-14 00:30:00,2022-01-14 00:00:00,2022-01-14 01:00:00,202.0,418.0,19.85,14.0,32.3,40.33,13.3,1.42,3.23,1.5,24.3,85.48,0.42,213.65,5.67,994.23,9.3,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-14 01:30:00,2022-01-14 01:00:00,2022-01-14 02:00:00,184.0,357.75,21.15,11.25,32.38,38.38,6.2,1.2,3.1,1.25,20.93,86.32,0.35,336.82,5.7,994.08,8.62,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-14 02:30:00,2022-01-14 02:00:00,2022-01-14 03:00:00,143.0,298.25,,,,,,,3.07,,,86.78,0.35,323.6,5.7,993.93,7.73,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-14 03:30:00,2022-01-14 03:00:00,2022-01-14 04:00:00,111.0,190.25,13.73,6.12,19.82,36.2,2.42,1.15,3.57,,,88.25,0.4,344.88,5.72,993.83,7.3,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-14 04:30:00,2022-01-14 04:00:00,2022-01-14 05:00:00,101.0,155.0,12.88,6.17,19.02,34.95,2.6,1.3,3.0,1.13,12.63,88.5,0.38,106.25,5.75,993.65,7.5,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-14 05:30:00,2022-01-14 05:00:00,2022-01-14 06:00:00,113.0,182.5,7.12,9.35,16.48,35.75,3.35,1.15,3.33,1.2,16.38,89.4,0.8,97.03,5.73,993.95,8.7,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-14 06:30:00,2022-01-14 06:00:00,2022-01-14 07:00:00,116.0,224.0,7.9,8.88,16.77,35.4,2.9,1.18,2.7,1.2,13.68,89.43,0.55,231.45,5.8,994.7,8.58,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-14 07:30:00,2022-01-14 07:00:00,2022-01-14 08:00:00,99.0,182.75,12.15,8.77,20.97,35.82,2.6,1.25,2.93,1.3,12.45,89.4,0.42,297.52,11.4,995.7,8.88,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-14 08:30:00,2022-01-14 08:00:00,2022-01-14 09:00:00,102.0,200.5,15.45,10.7,26.15,37.55,2.53,1.4,3.15,1.25,9.2,88.3,0.28,83.55,34.3,996.5,9.4,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-14 09:30:00,2022-01-14 09:00:00,2022-01-14 10:00:00,127.0,251.25,19.55,12.12,31.65,39.1,2.33,1.6,3.9,1.45,12.52,86.7,0.55,222.87,68.97,997.18,9.95,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-14 10:30:00,2022-01-14 10:00:00,2022-01-14 11:00:00,135.0,245.0,10.22,13.57,23.78,37.35,2.27,1.35,7.5,1.2,14.0,85.55,0.73,208.3,118.62,997.48,10.6,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-14 11:30:00,2022-01-14 11:00:00,2022-01-14 12:00:00,94.0,204.25,7.0,13.88,20.9,37.35,2.55,1.38,8.48,,,83.83,0.48,73.02,106.8,997.3,11.38,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-14 12:30:00,2022-01-14 12:00:00,2022-01-14 13:00:00,113.0,289.75,6.27,16.88,23.15,39.9,4.77,1.48,10.27,1.27,30.47,81.45,1.0,47.82,107.1,996.6,11.82,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-14 13:30:00,2022-01-14 13:00:00,2022-01-14 14:00:00,231.25,364.5,7.08,19.0,26.05,80.17,6.07,1.23,13.43,1.3,30.6,74.8,1.88,176.18,158.12,995.0,12.93,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-14 14:30:00,2022-01-14 14:00:00,2022-01-14 15:00:00,264.0,344.25,8.18,21.78,29.97,114.85,5.25,0.95,15.35,,,75.25,2.2,320.07,127.28,993.73,12.52,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-14 15:30:00,2022-01-14 15:00:00,2022-01-14 16:00:00,231.0,289.5,3.38,13.32,16.73,103.88,4.55,0.8,24.48,,,76.58,1.45,308.45,100.12,993.2,12.25,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-14 16:30:00,2022-01-14 16:00:00,2022-01-14 17:00:00,202.0,249.25,3.55,17.8,21.35,99.43,5.23,0.82,21.02,,,79.9,1.4,287.43,37.32,993.3,11.85,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-14 17:30:00,2022-01-14 17:00:00,2022-01-14 18:00:00,213.5,265.0,3.97,15.85,19.85,91.83,6.07,0.8,20.8,,,84.03,0.88,251.33,11.55,993.58,11.15,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-14 18:30:00,2022-01-14 18:00:00,2022-01-14 19:00:00,194.25,250.0,29.73,27.35,57.12,86.8,5.1,1.03,9.2,,,89.57,0.42,216.17,3.35,993.67,10.27,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-14 19:30:00,2022-01-14 19:00:00,2022-01-14 20:00:00,232.75,348.25,92.45,35.53,128.35,86.08,4.65,1.93,3.1,1.1,5.9,90.55,0.3,204.82,3.42,993.93,9.88,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-14 20:30:00,2022-01-14 20:00:00,2022-01-14 21:00:00,269.25,460.5,169.95,30.88,200.25,94.3,5.17,2.65,3.22,1.53,6.93,94.9,0.35,208.92,3.48,994.15,9.6,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-14 21:30:00,2022-01-14 21:00:00,2022-01-14 22:00:00,291.0,472.25,73.85,22.5,96.4,89.27,4.03,2.42,3.4,1.48,7.55,94.9,0.88,296.32,3.25,994.47,9.95,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-14 22:30:00,2022-01-14 22:00:00,2022-01-14 23:00:00,310.75,444.75,41.5,29.25,70.83,98.4,4.8,1.98,2.88,1.5,9.12,94.9,1.5,289.62,3.22,994.88,10.3,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-14 23:30:00,2022-01-14 23:00:00,2022-01-15 00:00:00,271.25,410.5,26.55,26.65,53.2,94.0,4.17,1.52,2.88,1.1,10.8,94.9,1.3,285.77,3.22,994.65,9.5,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-15 00:30:00,2022-01-15 00:00:00,2022-01-15 01:00:00,210.75,324.75,37.7,17.43,56.25,84.58,2.95,1.4,2.88,1.0,8.4,94.88,1.4,288.23,3.22,994.5,9.0,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-15 01:30:00,2022-01-15 01:00:00,2022-01-15 02:00:00,164.75,229.25,5.5,7.6,13.05,76.35,1.65,0.85,,,,94.9,2.25,299.52,3.2,994.4,9.17,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-15 02:30:00,2022-01-15 02:00:00,2022-01-15 03:00:00,85.75,134.0,2.4,6.3,8.7,72.4,1.0,0.5,11.62,,,94.9,1.7,293.2,3.15,994.12,9.33,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-15 03:30:00,2022-01-15 03:00:00,2022-01-15 04:00:00,67.5,131.25,2.15,5.28,7.38,69.43,1.08,0.47,16.02,,,94.9,1.85,289.38,3.2,994.15,9.03,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-15 04:30:00,2022-01-15 04:00:00,2022-01-15 05:00:00,67.25,117.5,2.73,4.67,7.35,66.55,1.03,0.38,16.95,,,94.9,1.65,281.12,3.17,994.0,8.9,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-15 05:30:00,2022-01-15 05:00:00,2022-01-15 06:00:00,61.0,99.75,2.83,3.45,6.2,65.8,1.3,0.3,18.5,,,94.9,1.62,290.95,3.2,994.48,8.85,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-15 06:30:00,2022-01-15 06:00:00,2022-01-15 07:00:00,57.75,96.75,2.67,3.82,6.5,66.65,1.35,0.3,19.18,,,94.9,1.2,269.5,3.25,995.33,8.88,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-15 07:30:00,2022-01-15 07:00:00,2022-01-15 08:00:00,70.25,111.5,4.12,5.47,9.6,70.8,1.37,0.47,15.95,,,94.9,1.52,282.05,5.65,995.73,9.0,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-15 08:30:00,2022-01-15 08:00:00,2022-01-15 09:00:00,102.0,139.75,4.1,4.27,8.38,69.8,1.27,0.47,17.53,,,90.62,1.35,276.8,19.62,996.65,9.03,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-15 09:30:00,2022-01-15 09:00:00,2022-01-15 10:00:00,76.0,110.5,2.62,3.45,6.1,69.67,1.3,0.4,18.4,,,89.72,0.8,203.7,40.92,997.45,9.2,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-15 10:30:00,2022-01-15 10:00:00,2022-01-15 11:00:00,75.5,111.5,3.3,4.85,8.18,70.77,1.33,0.4,16.6,,,86.1,1.1,287.12,61.25,997.85,9.65,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-15 11:30:00,2022-01-15 11:00:00,2022-01-15 12:00:00,98.25,132.75,4.53,7.22,11.77,73.82,2.03,0.4,15.85,,,82.75,0.72,243.17,86.62,997.62,10.15,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-15 12:30:00,2022-01-15 12:00:00,2022-01-15 13:00:00,121.0,151.75,4.97,7.97,12.9,74.57,2.23,0.4,14.77,,,80.07,0.43,254.43,102.4,996.85,10.68,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-15 13:30:00,2022-01-15 13:00:00,2022-01-15 14:00:00,141.75,174.25,4.83,10.47,15.3,77.17,2.35,0.58,13.73,,,76.8,0.73,241.53,102.9,995.77,11.38,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-15 14:30:00,2022-01-15 14:00:00,2022-01-15 15:00:00,169.25,204.75,4.95,11.73,16.7,80.3,2.67,0.6,15.18,,,74.45,1.27,299.18,111.75,995.02,11.8,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-15 15:30:00,2022-01-15 15:00:00,2022-01-15 16:00:00,170.25,218.25,4.1,11.02,15.12,81.38,2.65,0.6,17.47,,,75.05,1.28,294.02,79.55,994.9,11.62,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-15 16:30:00,2022-01-15 16:00:00,2022-01-15 17:00:00,156.25,203.5,4.98,11.93,16.92,79.3,2.47,0.6,15.95,,,77.47,0.88,236.45,39.15,995.08,11.15,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-15 17:30:00,2022-01-15 17:00:00,2022-01-15 18:00:00,133.5,182.0,4.02,8.18,12.25,75.03,2.12,0.5,16.02,,,80.57,0.88,220.4,8.03,995.62,10.67,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-15 18:30:00,2022-01-15 18:00:00,2022-01-15 19:00:00,122.75,157.25,3.12,9.58,12.65,74.9,1.88,0.53,13.38,,,82.22,1.35,263.38,3.23,996.27,10.43,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-15 19:30:00,2022-01-15 19:00:00,2022-01-15 20:00:00,139.0,181.0,2.57,9.25,11.8,73.38,1.9,0.53,14.17,,,82.75,1.38,275.4,3.2,996.6,10.38,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-15 20:30:00,2022-01-15 20:00:00,2022-01-15 21:00:00,132.75,173.5,2.35,7.92,10.25,73.28,1.85,0.5,15.58,,,82.05,1.7,286.42,3.15,996.9,10.17,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-15 21:30:00,2022-01-15 21:00:00,2022-01-15 22:00:00,120.75,156.25,2.23,5.25,7.58,71.65,1.77,0.45,15.0,,,82.83,2.05,301.4,3.12,997.02,9.95,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-15 22:30:00,2022-01-15 22:00:00,2022-01-15 23:00:00,113.0,143.5,2.95,3.38,6.35,71.27,1.67,0.4,16.65,,,83.28,1.1,314.38,3.23,996.25,9.55,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-15 23:30:00,2022-01-15 23:00:00,2022-01-16 00:00:00,106.25,135.25,4.12,4.45,8.6,70.07,1.52,0.4,14.35,,,83.92,0.55,161.32,3.5,995.9,9.4,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-16 00:30:00,2022-01-16 00:00:00,2022-01-16 01:00:00,93.25,122.75,3.2,4.9,8.08,70.72,1.35,0.4,15.02,,,84.1,0.65,245.12,3.33,995.8,8.97,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-16 01:30:00,2022-01-16 01:00:00,2022-01-16 02:00:00,88.5,120.5,2.07,3.27,5.35,73.85,1.35,0.4,,,,84.5,0.85,226.05,3.3,995.75,8.88,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-16 02:30:00,2022-01-16 02:00:00,2022-01-16 03:00:00,100.5,138.0,2.8,2.2,5.0,78.5,1.1,0.4,16.4,,,85.28,1.5,300.07,3.1,995.05,8.67,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-16 03:30:00,2022-01-16 03:00:00,2022-01-16 04:00:00,131.0,176.0,2.57,3.63,6.2,74.05,1.4,0.4,15.7,,,85.82,0.93,294.52,3.2,994.58,8.7,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-16 04:30:00,2022-01-16 04:00:00,2022-01-16 05:00:00,119.75,163.75,2.12,4.15,6.3,70.47,1.47,0.4,16.75,,,87.07,1.6,313.77,3.18,994.48,8.72,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-16 05:30:00,2022-01-16 05:00:00,2022-01-16 06:00:00,92.75,135.75,2.12,3.35,5.42,72.88,1.55,0.4,15.45,,,88.35,2.05,314.0,3.15,994.8,8.55,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-16 06:30:00,2022-01-16 06:00:00,2022-01-16 07:00:00,88.25,138.75,2.9,4.9,6.97,75.25,1.62,0.4,13.7,,,89.15,1.77,301.8,3.17,995.08,7.97,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-16 07:30:00,2022-01-16 07:00:00,2022-01-16 08:00:00,107.75,166.5,4.67,7.73,12.38,80.45,1.77,0.55,11.1,1.1,1.7,86.55,1.25,296.2,7.55,996.08,8.1,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-16 08:30:00,2022-01-16 08:00:00,2022-01-16 09:00:00,138.75,202.25,4.35,5.97,10.27,77.67,1.7,0.5,11.92,,,83.15,0.67,217.55,34.22,997.28,8.45,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-16 09:30:00,2022-01-16 09:00:00,2022-01-16 10:00:00,111.25,153.25,4.65,3.95,8.6,72.25,1.7,0.47,15.1,,,80.85,1.05,221.7,80.95,998.12,8.75,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-16 10:30:00,2022-01-16 10:00:00,2022-01-16 11:00:00,98.25,133.75,5.85,7.05,12.97,72.62,1.65,0.45,14.62,,,74.8,0.7,238.8,188.05,998.25,9.9,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-16 11:30:00,2022-01-16 11:00:00,2022-01-16 12:00:00,119.25,152.5,6.22,5.85,12.15,75.65,,0.55,19.73,,,66.27,1.43,234.82,408.48,998.4,12.1,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-16 12:30:00,2022-01-16 12:00:00,2022-01-16 13:00:00,134.25,163.5,3.8,3.17,6.95,75.62,,0.5,24.23,,,59.68,0.93,275.45,376.62,997.52,13.28,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-16 13:30:00,2022-01-16 13:00:00,2022-01-16 14:00:00,106.25,133.0,3.42,4.53,7.83,75.9,,0.47,25.88,,,61.8,1.18,282.58,358.18,996.4,13.45,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-16 14:30:00,2022-01-16 14:00:00,2022-01-16 15:00:00,118.25,157.75,3.6,6.95,10.5,78.58,,0.53,34.35,,,57.35,0.93,264.4,322.85,995.65,14.73,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-16 15:30:00,2022-01-16 15:00:00,2022-01-16 16:00:00,140.5,190.75,3.2,5.6,8.78,80.28,,0.5,38.7,,,56.7,1.28,297.2,225.47,995.47,15.12,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-16 16:30:00,2022-01-16 16:00:00,2022-01-16 17:00:00,130.75,174.0,3.3,5.28,8.55,80.6,,0.5,32.58,,,62.15,1.85,317.0,107.45,995.38,14.1,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-16 17:30:00,2022-01-16 17:00:00,2022-01-16 18:00:00,126.75,172.5,2.15,8.85,10.92,82.88,,0.55,26.85,,,72.33,1.08,319.92,26.4,995.45,12.15,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-16 18:30:00,2022-01-16 18:00:00,2022-01-16 19:00:00,161.5,212.0,12.52,28.7,41.15,89.25,,1.03,9.15,1.0,7.5,83.6,0.88,177.45,3.47,995.58,10.9,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-16 19:30:00,2022-01-16 19:00:00,2022-01-16 20:00:00,275.5,356.5,19.55,32.15,51.67,102.47,,1.85,4.9,1.32,7.45,88.33,1.08,247.5,3.33,996.43,10.53,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-16 20:30:00,2022-01-16 20:00:00,2022-01-16 21:00:00,362.5,459.25,23.25,30.12,53.4,101.98,,1.83,13.78,1.32,6.1,89.53,0.85,179.07,3.45,997.1,10.07,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-16 21:30:00,2022-01-16 21:00:00,2022-01-16 22:00:00,299.0,401.75,14.22,26.45,40.68,102.42,,1.52,4.12,1.23,5.45,89.4,1.2,12.53,3.7,997.6,9.97,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-16 22:30:00,2022-01-16 22:00:00,2022-01-16 23:00:00,253.75,366.0,6.05,19.5,25.45,101.53,,1.18,3.62,,,84.78,1.57,13.23,3.62,997.83,9.75,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-16 23:30:00,2022-01-16 23:00:00,2022-01-17 00:00:00,239.0,347.0,5.68,17.1,22.78,97.75,,1.05,3.02,,,89.2,1.2,103.03,3.65,997.53,9.07,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-17 00:30:00,2022-01-17 00:00:00,2022-01-17 01:00:00,218.5,332.0,7.08,14.55,21.57,94.33,,1.0,4.7,,,89.47,1.55,336.23,3.27,997.1,8.4,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-17 01:30:00,2022-01-17 01:00:00,2022-01-17 02:00:00,202.75,321.25,7.1,13.88,20.98,90.97,,0.9,,,,90.92,1.0,33.15,3.7,996.6,8.3,0.0,0.0,28.732528,77.11992
"Rohini, Delhi - DPCC",2022-01-17 02:30:00,2022-01-17 02:00:00,2022-01-17 03:00:00,201.25,314.75,8.5,15.6,24.1,82.5,,0.9,2.92,,,94.8,0.93,43.25,3.73,996.25,8.43,0.0,0.0,28.732528,77.11992
